date,shgold,usdcny,intl_gold,real_rate,spx,vix,gvz,dxy,premium
2019-06-07,301.7,6.9057,1340.69995,0.35,7742.1,16.3,11.41,115.7368,5.069496828009733
2019-06-10,300.85,6.9298,1328.13,0.42,7823.17,15.94,10.87,115.5001,4.945189480283545
2019-06-11,299.55,6.9107,1326.91003,0.43,7822.57,15.99,10.52,115.3794,4.731823771569111
2019-06-12,302.6,6.9161,1333.55005,0.42,7792.72,15.91,11.06,115.438,6.074994749626228
2019-06-13,303.2,6.9212,1342.34998,0.42,7837.13,15.82,11.68,115.6275,4.49815996347678
2019-06-14,307.75,6.9247,1341.57996,0.46,7796.66,15.28,11.9,115.9057,9.068541353481123
2019-06-17,304.1,6.9251,1339.54004,0.48,7845.02,15.35,11.99,115.9684,5.85547025241533
2019-06-18,306.15,6.9002,1346.47998,0.42,7953.88,15.15,12.4,115.8797,7.438242223672546
2019-06-19,304.3,6.8996,1360.27002,0.36,7987.32,14.33,12.41,115.7889,2.5552114716350047
2019-06-20,311.25,6.851,1388.18005,0.27,8051.34,14.75,15.69,114.8046,5.4830759383992245
2019-06-21,313.6,6.8686,1399.050049,0.34,8031.71,15.4,15.54,114.8377,4.647143679605222
2019-06-24,315.8,6.8758,1419.55005,0.31,8005.7,15.26,16.8,114.6559,1.9915143379362803
2019-06-25,321.8,6.8791,1423.25,0.33,7884.72,16.28,17.08,114.6363,7.022593116530288
2019-06-26,316.4,6.8781,1408.75,0.35,7909.97,16.21,15.88,114.5608,4.874821965373656
2019-06-27,315.6,6.8762,1409.68005,0.33,7967.76,15.82,15.57,114.665,3.955266776729388
2019-06-28,316.85,6.865,1409.5,0.31,8006.24,15.08,15.99,114.5821,5.752615461282517
2019-07-01,308.85,6.8487,1384.31006,0.34,8091.16,14.06,14.08,114.7239,4.0378628475252185
2019-07-02,312.05,6.8717,1418.43994,0.33,8109.09,12.93,15.8,114.8258,-1.326106730689446
2019-07-03,321.1,6.8806,1418.93994,0.31,8170.23,12.57,15.89,114.8135,7.207410704132997
2019-07-04,317.65,6.8806,1415.64001,0.31,8170.23,12.57,15.89,114.8135,7.207410704132997
2019-07-05,318.0,6.8925,1399.94995,0.35,8161.79,13.28,15.07,115.1132,7.77269341472828
2019-07-08,316.35,6.8808,1395.5,0.35,8098.38,13.96,12.99,115.0254,7.633733341906918
2019-07-09,313.45,6.8866,1397.90002,0.36,8141.73,14.09,13.45,115.1017,3.942122181362265
2019-07-10,313.2,6.8705,1419.0,0.33,8202.53,13.03,15.01,115.0879,-0.2450946035012293
2019-07-11,319.0,6.8682,1404.0,0.36,8196.04,12.93,13.64,114.8361,8.972099602938613
2019-07-12,316.65,6.8796,1415.73999,0.35,8244.14,12.39,14.65,114.7685,3.510808744867916
2019-07-15,317.75,6.8769,1414.079956,0.32,8258.19,12.68,14.9,114.6819,5.100733859006255
2019-07-16,317.75,6.8753,1406.32996,0.33,8222.8,12.86,14.32,115.0111,6.8865803209285446
2019-07-17,315.8,6.8731,1426.80005,0.31,8185.21,13.97,16.02,114.8819,0.5126714467825195
2019-07-18,319.1,6.8788,1446.30005,0.25,8207.24,13.53,17.45,114.8744,-0.7613912884401657
2019-07-19,323.3,6.8812,1425.30005,0.25,8146.49,14.45,15.83,114.8695,7.972956289163619
2019-07-22,320.65,6.8803,1425.12,0.26,8204.14,13.53,14.89,115.0018,5.404026524346136
2019-07-23,318.7,6.8787,1417.39001,0.27,8251.4,12.61,14.28,115.2995,5.23686363955818
2019-07-24,319.65,6.8717,1425.90002,0.26,8321.5,12.07,14.55,115.2436,4.625736896683634
2019-07-25,320.3,6.8714,1414.53003,0.28,8238.54,12.74,13.54,115.2982,7.801353605156976
2019-07-26,319.1,6.8785,1418.68994,0.3,8330.21,12.16,12.31,115.5449,5.358499773658934
2019-07-29,319.6,6.8927,1426.93994,0.29,8293.33,12.83,13.59,115.5885,3.382567092513796
2019-07-30,320.85,6.8833,1430.84998,0.28,8273.61,13.94,14.51,115.6211,4.198508452939393
2019-07-31,322.25,6.8833,1413.80005,0.26,8175.42,16.12,13.21,115.4946,9.37171028453389
2019-08-01,316.6,6.8972,1445.31006,0.2,8111.12,17.87,16.01,116.0499,-3.897453528766846
2019-08-02,324.25,6.9387,1440.69995,0.2,8004.07,17.61,15.0,116.1864,2.852577103380668
2019-08-05,334.0,7.0481,1463.80005,0.15,7726.04,24.59,16.91,116.5851,2.300701451444354
2019-08-06,335.55,7.0192,1474.27002,0.11,7833.27,20.17,16.02,116.6904,2.84801712398928
2019-08-07,341.8,7.0592,1501.19995,0.09,7862.83,19.49,18.16,116.7987,1.0900899564358042
2019-08-08,344.35,7.044,1500.94995,0.07,8039.16,16.91,17.53,116.474,4.430330258652589
2019-08-09,345.9,7.0613,1497.23999,0.08,7959.14,17.97,16.64,116.4419,5.987747636536085
2019-08-12,344.25,7.0578,1511.40002,0.04,7863.41,21.09,18.46,116.7548,1.2931282281415406
2019-08-13,352.3,7.0423,1501.39001,0.05,8016.36,17.52,17.92,116.7267,12.362730322214531
2019-08-14,342.95,7.0224,1516.33997,0.02,7773.94,22.1,18.19,117.0913,0.5979879972350091
2019-08-15,347.4,7.0327,1523.19995,-0.02,7766.62,21.18,18.72,117.2239,2.994763021364122
2019-08-16,347.75,7.0413,1514.15002,0.01,7895.99,18.47,16.86,117.0786,4.972353245583292
2019-08-19,346.4,7.0499,1495.30005,0.04,8002.81,16.88,14.94,117.3886,7.476218994807652
2019-08-20,344.75,7.0597,1507.099976,0.02,7948.56,17.5,15.42,117.3726,2.6768024316491505
2019-08-21,345.35,7.0623,1502.30005,0.05,8020.21,15.8,15.13,117.1764,4.2406829419518886
2019-08-22,346.45,7.0829,1498.80005,0.07,7991.39,16.68,15.35,117.3558,5.142723515199236
2019-08-23,346.25,7.0928,1526.84998,-0.02,7751.77,19.87,18.36,117.3009,-1.9308008148279328
2019-08-26,358.25,7.1503,1526.34998,0.0,7853.74,19.32,17.54,117.6658,7.361506357998337
2019-08-27,358.7,7.1603,1542.64001,-0.06,7826.95,20.31,17.34,117.75,3.5706652433648287
2019-08-28,358.85,7.1628,1539.099976,-0.08,7856.88,19.35,16.83,117.8767,4.411904348616758
2019-08-29,362.8,7.1434,1527.69995,-0.09,7973.39,17.88,16.31,118.0625,11.94007031909598
2019-08-30,356.7,7.1543,1520.25,-0.05,7962.88,18.98,15.45,118.1575,7.018305817673252
2019-09-02,355.8,7.1543,1530.58997,-0.05,7962.88,18.98,15.45,118.1575,7.018305817673252
2019-09-03,357.45,7.1786,1547.0,-0.03,7874.16,19.66,16.86,118.3113,0.4067669233365905
2019-09-04,359.0,7.144,1552.59998,-0.04,7976.88,17.33,17.27,117.6729,2.391442856270203
2019-09-05,360.9,7.1468,1519.34998,0.01,8116.83,16.27,15.72,117.4776,11.791686239040589
2019-09-06,349.2,7.1131,1506.94995,0.01,8103.07,15.0,14.75,117.1292,4.573649610333234
2019-09-09,350.6,7.121,1498.94995,0.06,8087.44,15.27,14.76,117.0601,7.422460689311549
2019-09-10,344.85,7.1121,1486.40002,0.12,8084.16,15.2,14.62,117.0887,4.971028751040933
2019-09-11,345.95,7.1153,1497.59998,0.15,8169.68,14.61,14.95,117.3125,3.355978822511929
2019-09-12,346.15,7.0787,1498.94995,0.16,8194.47,14.22,15.07,116.8375,5.010995995145208
2019-09-13,346.15,7.0754,1488.69995,0.23,8176.71,13.74,14.94,116.7677,5.010995995145208
2019-09-16,346.25,7.0659,1498.80005,0.17,8153.54,14.67,16.07,117.0251,5.761911093767537
2019-09-17,344.95,7.0905,1503.099976,0.15,8186.02,14.44,15.91,116.9826,2.296267145883917
2019-09-18,346.5,7.0849,1493.90002,0.21,8177.39,13.95,15.1,116.9766,6.212500146350124
2019-09-19,346.0,7.0959,1499.19995,0.18,8182.88,14.05,15.13,117.0861,3.97505344398536
2019-09-20,346.7,7.0909,1517.15002,0.13,8117.67,15.32,16.79,117.1819,0.8238421136528018
2019-09-23,350.3,7.1168,1522.12,0.11,8112.46,14.91,16.92,117.2986,2.023323227289609
2019-09-24,352.05,7.1138,1532.30005,0.06,7993.63,17.05,17.22,117.2227,1.5918169759030434
2019-09-25,353.85,7.1313,1504.15002,0.13,8077.38,15.96,15.62,117.6527,8.983826173067314
2019-09-26,349.55,7.13,1505.80005,0.13,8030.66,16.07,15.11,117.7267,4.36844948317713
2019-09-27,346.35,7.1218,1496.93994,0.16,7939.63,17.22,14.96,117.7218,3.594140862218069
2019-09-30,345.05,7.1477,1472.25,0.15,7999.33,16.24,15.37,117.9461,6.7214734676161925
2019-10-01,345.05,7.1473,1478.97998,0.13,7908.67,18.56,15.61,117.9595,6.7214734676161925
2019-10-02,345.05,7.1473,1499.51001,0.1,7785.23,20.56,15.75,117.9671,6.7214734676161925
2019-10-03,345.05,7.1473,1505.0,0.06,7872.25,19.12,16.33,117.6608,6.7214734676161925
2019-10-04,345.05,7.1473,1504.59998,0.02,7982.46,17.04,15.26,117.5288,6.7214734676161925
2019-10-07,345.05,7.1473,1493.59998,0.05,7956.28,17.86,15.44,117.5533,6.7214734676161925
2019-10-08,344.5,7.1422,1505.51001,0.06,7823.76,20.28,16.21,117.7407,-1.2055827614898362
2019-10-09,349.5,7.1316,1505.69995,0.1,7903.73,18.64,15.73,117.6835,4.263940925619352
2019-10-10,347.7,7.1153,1494.30005,0.15,7950.77,17.57,15.7,117.2801,5.86087752937766
2019-10-11,345.85,7.0868,1489.84998,0.2,8057.04,15.58,15.72,116.8239,6.394027576832173
2019-10-14,340.7,7.0868,1492.90002,0.2,8048.65,14.57,15.65,116.8239,6.394027576832173
2019-10-15,341.65,7.0814,1481.17004,0.21,8148.71,13.54,15.08,116.8111,4.428866646647464
2019-10-16,340.2,7.092,1489.77002,0.18,8124.18,13.68,14.94,116.6425,0.5131807725818476
2019-10-17,342.7,7.0766,1491.89001,0.17,8156.85,13.79,14.84,116.2615,3.268461916954664
2019-10-18,342.0,7.0805,1490.099976,0.16,8089.54,14.25,14.85,116.1344,2.78888613602976
2019-10-21,341.75,7.0748,1484.5,0.19,8162.99,14.0,14.05,116.0436,4.085730705547576
2019-10-22,340.45,7.0761,1488.050049,0.17,8104.3,14.46,13.67,115.9851,1.9160423512176976
2019-10-23,341.95,7.0624,1492.099976,0.16,8119.79,14.01,13.23,116.0586,3.151894625929572
2019-10-24,341.5,7.0684,1503.65002,0.15,8185.8,13.71,13.97,116.1278,-0.2107335627180191
2019-10-25,344.65,7.0647,1504.72998,0.15,8243.12,12.65,13.48,116.0774,2.8728402042856374
2019-10-28,344.6,7.067,1492.68994,0.21,8325.99,13.11,13.78,116.0222,5.447177778063576
2019-10-29,340.9,7.0655,1487.59998,0.23,8276.85,13.2,13.46,115.9797,2.9754044178307595
2019-10-30,340.55,7.0541,1495.40002,0.21,8303.98,12.33,13.17,116.1636,1.4016314536306709
2019-10-31,341.1,7.0379,1513.35999,0.15,8292.36,13.22,13.39,115.9125,-1.3333683868696085
2019-11-01,344.05,7.0368,1513.94995,0.14,8386.4,12.3,12.86,115.7312,1.536681300818259
2019-11-04,343.7,7.03,1509.63,0.15,8433.2,12.83,12.45,115.8624,2.4940617615380347
2019-11-05,341.4,7.0082,1484.099976,0.18,8434.68,13.1,12.43,116.1138,7.004531586374469
2019-11-06,336.55,6.9968,1490.45996,0.15,8410.63,12.62,12.04,116.1004,1.267789054993841
2019-11-07,338.35,6.9766,1468.069946,0.23,8434.52,12.73,12.35,116.1172,9.057901513861792
2019-11-08,332.1,6.9954,1458.66003,0.23,8475.31,12.07,12.27,116.3436,4.036908262349925
2019-11-11,331.5,6.9954,1455.90002,0.23,8464.28,12.69,12.87,116.3436,4.036908262349925
2019-11-12,328.3,7.0066,1457.18994,0.22,8486.09,12.68,11.91,116.5837,0.0428252896298317
2019-11-13,331.85,7.0223,1463.18994,0.22,8482.1,13.0,11.56,116.8397,1.5026527348369427
2019-11-14,332.7,7.0195,1471.19995,0.2,8479.02,13.05,11.83,116.8022,0.6766569992122982
2019-11-15,331.9,7.0075,1467.37,0.21,8540.83,12.05,11.23,116.4401,1.307131834037989
2019-11-18,332.05,7.0246,1470.84998,0.18,8549.94,12.46,11.55,116.3625,-0.1355344095680379
2019-11-19,334.05,7.0263,1472.38,0.16,8570.66,12.86,11.5,116.5391,1.4384420081341318
2019-11-20,336.5,7.0344,1471.25,0.13,8526.73,12.78,11.55,116.828,3.760565531210375
2019-11-21,336.0,7.0285,1464.40002,0.14,8506.21,13.13,11.37,116.7435,5.087545113250883
2019-11-22,334.95,7.0389,1462.29004,0.15,8519.88,12.34,11.32,116.9137,4.025397863391561
2019-11-25,332.65,7.0349,1454.96997,0.14,8632.49,11.87,11.15,117.0098,3.569084927644724
2019-11-26,332.35,7.0319,1461.59998,0.12,8647.93,11.54,10.76,117.0513,1.9105028578134693
2019-11-27,333.15,7.028,1454.34998,0.14,8705.18,11.75,10.3,117.1273,4.531945458228222
2019-11-28,332.05,7.028,1458.33997,0.14,8705.18,11.75,10.3,117.1273,4.531945458228222
2019-11-29,333.1,7.0308,1464.80005,0.17,8665.47,12.62,10.71,117.1204,1.9888327185043408
2019-12-02,333.5,7.038,1462.43994,0.18,8567.99,14.91,10.77,116.9647,2.5837912865111434
2019-12-03,334.2,7.0609,1477.33997,0.09,8520.64,15.96,12.15,116.8898,-1.175433445528654
2019-12-04,340.4,7.0489,1474.34998,0.11,8566.67,14.8,11.57,116.692,6.272150271770101
2019-12-05,338.75,7.0445,1475.69995,0.13,8570.7,14.52,11.25,116.3838,4.524967518928747
2019-12-06,336.4,7.0348,1459.76001,0.15,8656.53,13.62,10.73,116.5381,6.240380717668415
2019-12-09,333.6,7.0389,1461.98999,0.14,8621.83,15.86,10.75,116.3283,2.743300895044001
2019-12-10,333.9,7.0328,1464.20996,0.14,8616.18,15.68,10.33,116.2542,2.8280689733309714
2019-12-11,334.12,7.0384,1474.84998,0.1,8654.05,14.99,10.81,116.1478,0.3767203294805767
2019-12-12,336.02,6.9925,1469.43005,0.18,8717.32,13.94,10.95,115.8741,5.671658989342063
2019-12-13,331.76,6.9925,1475.81006,0.12,8734.88,12.63,10.39,115.6967,-0.022656117478732
2019-12-16,335.32,6.9921,1476.25,0.16,8814.23,12.14,10.39,115.555,3.457424244859908
2019-12-17,335.14,6.9967,1476.44995,0.14,8823.36,12.29,10.03,115.5553,3.0141181807513817
2019-12-18,335.6,7.0029,1475.43994,0.16,8827.73,12.58,10.04,115.6618,3.4072128273024305
2019-12-19,335.18,7.0097,1479.15002,0.15,8887.22,12.5,10.39,115.5988,1.8285155949009209
2019-12-20,336.08,7.0063,1478.19995,0.15,8924.96,12.51,9.69,115.7598,3.104215612873133
2019-12-23,337.18,7.0124,1485.52002,0.18,8945.65,12.61,10.56,115.8059,2.26397485016156
2019-12-24,338.68,7.0064,1499.56006,0.15,8952.88,12.67,11.93,115.8059,0.8878671408684227
2019-12-25,340.62,7.0064,1499.55005,0.15,8952.88,12.67,11.93,115.8059,0.8878671408684227
2019-12-26,340.92,6.9949,1511.55005,0.16,9022.39,12.65,13.33,115.634,0.9858625317086762
2019-12-27,345.3,6.9954,1510.67004,0.15,9006.62,13.43,12.32,115.22,5.539484372626873
2019-12-30,345.46,6.9864,1515.21997,0.15,8945.99,14.82,12.56,114.9631,5.114611268571025
2019-12-31,347.48,6.9618,1517.39001,0.15,8972.6,13.78,12.63,114.669,7.84729719748583
2020-01-01,347.48,6.9618,1517.30005,0.15,8972.6,13.78,12.63,114.669,7.84729719748583
2020-01-02,346.24,6.9642,1528.93994,0.08,9092.19,12.47,12.7,114.9745,3.9041365072097847
2020-01-03,351.16,6.9649,1551.65002,0.03,9020.77,14.02,13.46,114.9867,3.7043366727860416
2020-01-06,358.34,6.9749,1565.95996,0.06,9071.46,13.85,14.21,114.9557,7.176493481312377
2020-01-07,354.94,6.9443,1573.98999,0.09,9068.58,13.79,14.01,115.1477,3.524285126850714
2020-01-08,360.68,6.9447,1555.81006,0.12,9129.24,13.45,13.67,115.1328,13.303205630170226
2020-01-09,348.04,6.9309,1552.37,0.11,9203.43,12.54,12.54,115.2331,2.120047808124468
2020-01-10,349.3,6.9178,1562.28003,0.07,9178.86,12.56,12.27,115.0677,1.829754158406672
2020-01-13,349.42,6.8924,1548.30005,0.08,9273.93,12.32,10.91,115.0342,6.323458947706797
2020-01-14,344.7,6.8837,1546.37,0.05,9251.33,12.39,11.02,115.0239,2.463686755509798
2020-01-15,347.54,6.8899,1556.18994,0.04,9258.7,12.42,11.75,114.9528,2.82017529840698
2020-01-16,347.96,6.8769,1552.79004,0.07,9357.13,12.32,11.38,115.0006,4.642308226533999
2020-01-17,347.78,6.8589,1556.60999,0.09,9388.94,12.1,11.31,115.0656,4.518558026877997
2020-01-20,347.94,6.8589,1561.57996,0.09,9388.94,12.1,11.31,115.0656,4.518558026877997
2020-01-21,351.34,6.9049,1558.02002,0.04,9370.81,12.85,11.48,115.1876,5.463412603147617
2020-01-22,348.32,6.904,1558.91003,0.05,9383.77,12.91,11.16,115.2273,2.2909406619833703
2020-01-23,350.72,6.9364,1563.32996,0.04,9402.48,12.98,11.61,115.5545,2.081360150979833
2020-01-24,350.72,6.9161,1570.65002,0.02,9314.91,14.56,12.48,115.5556,2.081360150979833
2020-01-27,350.72,6.9161,1581.94995,-0.02,9139.31,18.23,12.9,115.8004,2.081360150979833
2020-01-28,350.72,6.9161,1566.23999,0.0,9269.68,16.28,11.89,115.7239,2.081360150979833
2020-01-29,350.72,6.9161,1577.12,-0.04,9275.16,16.39,12.09,115.7003,2.081360150979833
2020-01-30,350.72,6.9161,1574.21997,-0.07,9298.93,15.49,12.23,115.8077,2.081360150979833
2020-01-31,350.72,6.9161,1590.19995,-0.14,9150.94,18.84,13.5,115.7345,2.081360150979833
2020-02-03,359.3,7.0208,1576.44995,-0.09,9273.4,17.97,12.48,116.1172,3.4577375870882747
2020-02-04,356.2,6.9979,1552.55005,-0.03,9467.97,16.05,12.01,115.9291,6.895581047309804
2020-02-05,354.22,6.972,1556.69995,0.0,9508.68,15.15,11.32,116.009,5.278175079974972
2020-02-06,352.4,6.9694,1566.84998,-0.02,9572.15,14.96,11.45,116.1518,1.3139726843602375
2020-02-07,354.3,7.0003,1570.29004,-0.07,9520.51,15.47,11.3,116.5086,0.8831380065909116
2020-02-10,355.56,6.982,1572.30005,-0.1,9628.39,15.04,11.91,116.5711,2.6158313662449477
2020-02-11,354.6,6.965,1567.71997,-0.06,9638.94,15.18,11.48,116.3585,3.5408075923931506
2020-02-12,354.0,6.9708,1565.63,-0.04,9725.96,13.74,11.07,116.2794,3.1168645329303786
2020-02-13,356.52,6.9759,1576.39001,-0.06,9711.97,14.15,11.59,116.3999,2.9668927690131
2020-02-14,356.78,6.9859,1584.69995,-0.07,9731.18,13.68,11.62,116.4223,0.8536450655070666
2020-02-17,357.9,6.9859,1581.099976,-0.07,9731.18,13.68,11.62,116.4223,0.8536450655070666
2020-02-18,359.68,6.9949,1601.91003,-0.1,9732.74,14.83,13.02,116.6039,-0.5752918111145391
2020-02-19,364.06,6.9975,1611.64001,-0.09,9817.18,14.38,13.34,116.7829,1.4818023703120389
2020-02-20,365.06,7.0225,1619.69995,-0.11,9750.96,15.56,13.35,117.2454,-0.6333431567186949
2020-02-21,371.9,7.0255,1643.69995,-0.15,9576.59,17.08,15.79,117.0473,0.6294356350571206
2020-02-24,379.7,7.0286,1660.71997,-0.21,9221.28,25.03,17.58,117.4018,4.419520917517275
2020-02-25,371.74,7.0128,1635.38,-0.2,8965.61,27.85,18.13,117.2425,3.016452360666733
2020-02-26,374.26,7.0214,1639.95996,-0.21,8980.77,27.56,16.48,117.405,4.050381688748871
2020-02-27,374.3,7.0036,1642.34998,-0.23,8566.48,39.16,18.05,117.3678,4.490739951195224
2020-02-28,369.98,6.9906,1585.12,-0.28,8567.37,40.11,21.27,117.6568,13.71977616666942
2020-03-02,361.24,6.9595,1590.72998,-0.31,8952.16,33.42,18.98,116.8144,5.309468201006325
2020-03-03,360.26,6.9579,1639.77002,-0.43,8684.09,36.82,22.01,116.4958,-6.559033940167524
2020-03-04,368.54,6.9244,1635.82996,-0.44,9018.09,31.99,18.55,116.7802,4.3642328026106725
2020-03-05,368.62,6.9366,1670.60999,-0.48,8738.6,39.62,22.43,116.7901,-3.95393079987781
2020-03-06,376.08,6.9298,1674.22998,-0.57,8575.62,41.94,25.12,116.7106,3.0647793526773057
2020-03-09,373.42,6.9448,1680.19995,-0.45,7950.68,54.46,31.29,117.1871,-1.7356131226388811
2020-03-10,368.64,6.9549,1649.35999,-0.24,8344.25,47.3,23.99,117.9027,-0.1652403893774021
2020-03-11,371.22,6.9595,1635.030029,-0.14,7952.05,53.9,26.74,118.2505,5.37720138166128
2020-03-12,367.26,7.0282,1577.089966,-0.04,7201.8,75.47,30.18,120.4883,10.898056841152936
2020-03-13,356.4,7.0079,1529.69995,0.04,7874.88,57.83,37.43,120.4388,11.74475928416416
2020-03-16,347.18,6.9913,1514.60999,0.0,6904.59,82.69,41.43,120.9352,6.733014191746918
2020-03-17,330.88,7.003,1528.57996,0.39,7334.78,75.91,45.27,122.4816,-13.282086578037877
2020-03-18,339.08,7.0459,1486.30005,0.55,6989.84,76.45,48.98,124.1623,2.387295889690847
2020-03-19,336.62,7.1058,1471.0,0.62,7150.58,72.0,39.48,125.0587,0.5603346890221133
2020-03-20,339.78,7.095,1498.23999,0.17,6879.52,66.04,36.81,124.9362,-1.9825903531757376
2020-03-23,339.62,7.09,1553.81006,-0.04,6860.67,61.59,41.16,126.1262,-14.568863806324032
2020-03-24,358.46,7.061,1622.030029,-0.13,7417.86,61.67,40.41,125.5001,-9.767178123651718
2020-03-25,364.4,7.1099,1613.79004,-0.19,7384.3,63.95,40.56,124.7916,-4.4937195298278425
2020-03-26,363.34,7.0709,1632.38,-0.24,7797.54,61.0,37.48,122.4308,-7.756363496069639
2020-03-27,367.58,7.0942,1623.5,-0.22,7502.38,65.54,34.89,122.4007,-2.713815808510276
2020-03-30,364.7,7.0986,1623.30005,-0.25,7774.15,57.08,30.42,123.2883,-5.777847667625849
2020-03-31,364.9,7.0808,1571.31006,-0.17,7700.1,53.54,29.19,122.5301,7.186807823942615
2020-04-01,358.62,7.0989,1595.050049,-0.29,7360.58,57.06,30.26,123.7933,-5.425872420984774
2020-04-02,360.7,7.0857,1613.79004,-0.4,7487.31,50.91,31.91,123.5916,-6.938114245277916
2020-04-03,363.48,7.0908,1618.44995,-0.46,7373.08,46.8,31.85,124.4152,-5.485065200379324
2020-04-06,363.48,7.0895,1663.0,-0.47,7913.24,45.24,35.76,124.16,-5.485065200379324
2020-04-07,373.88,7.0448,1648.94995,-0.42,7887.26,46.7,34.27,123.0956,0.4004042066005695
2020-04-08,370.2,7.0649,1646.52002,-0.42,8090.9,43.35,29.98,123.2216,-3.793257649396367
2020-04-09,371.46,7.0428,1684.069946,-0.5,8153.58,41.67,27.59,122.476,-9.865825572324695
2020-04-10,373.74,7.0341,1689.90002,-0.5,8153.58,41.67,27.59,122.1592,-8.433251585255675
2020-04-13,373.26,7.0501,1714.31995,-0.5,8192.42,41.17,28.41,122.5203,-15.317718889996286
2020-04-14,377.6,7.0479,1729.69995,-0.53,8515.74,37.76,28.87,122.1121,-14.341494610092129
2020-04-15,376.32,7.0664,1716.59998,-0.56,8393.18,40.84,27.39,123.0752,-13.674119590142595
2020-04-16,379.38,7.0778,1718.40002,-0.42,8532.36,40.11,27.74,123.4615,-11.65289538334912
2020-04-17,372.18,7.0711,1684.68994,-0.36,8650.14,38.15,26.96,122.871,-10.819052670406847
2020-04-20,370.8,7.0721,1694.12,-0.31,8560.73,43.83,28.01,123.1033,-14.397358882440813
2020-04-21,374.42,7.0914,1687.02002,-0.38,8263.23,45.41,30.62,123.9116,-10.209825255292742
2020-04-22,373.18,7.0831,1714.81995,-0.43,8495.38,41.98,30.44,123.9256,-17.330430911151495
2020-04-23,379.8,7.0654,1731.58997,-0.44,8494.75,41.38,30.25,123.7542,-13.544021542205885
2020-04-24,382.78,7.0813,1729.43005,-0.51,8634.52,35.93,29.22,124.1615,-10.957457619399747
2020-04-27,380.14,7.0848,1715.56995,-0.5,8730.16,33.29,26.75,123.8843,-10.634992581542292
2020-04-28,377.1,7.0776,1708.63,-0.52,8607.73,33.57,24.43,123.3693,-11.69867821949299
2020-04-29,378.74,7.0755,1712.38,-0.51,8914.71,31.23,24.16,122.7782,-10.796376613564403
2020-04-30,380.28,7.0622,1685.050049,-0.43,8889.55,34.15,24.24,122.327,-2.318757569013144
2020-05-01,380.28,7.0622,1700.41003,-0.42,8604.95,37.19,24.25,123.1492,-2.318757569013144
2020-05-04,380.28,7.0622,1701.68994,-0.43,8710.71,35.97,23.68,123.2117,-2.318757569013144
2020-05-05,380.28,7.0622,1707.17004,-0.44,8809.12,33.61,24.97,122.803,-2.318757569013144
2020-05-06,380.08,7.1031,1685.88,-0.38,8854.39,34.12,24.47,123.609,-4.924074396772085
2020-05-07,378.18,7.0825,1717.93994,-0.45,8979.66,31.44,26.15,123.1249,-13.007796391081342
2020-05-08,383.38,7.0732,1702.65002,-0.43,9121.32,27.98,24.89,122.5379,-3.817071759255441
2020-05-11,381.74,7.0972,1697.34998,-0.4,9192.34,27.57,23.55,123.2333,-5.561502340765458
2020-05-12,380.88,7.0816,1702.71997,-0.4,9002.55,33.04,22.45,123.0592,-6.792825873358311
2020-05-13,381.86,7.0911,1715.98999,-0.43,8863.17,35.28,22.71,123.5408,-9.358242901570575
2020-05-14,384.46,7.0935,1730.65002,-0.43,8943.72,32.61,24.15,123.6429,-10.234034975806594
2020-05-15,390.16,7.1013,1743.0,-0.45,9014.56,31.89,23.63,123.5991,-7.787687559277856
2020-05-18,401.16,7.1086,1732.31995,-0.44,9234.83,29.3,22.81,122.7968,5.244119260854916
2020-05-19,394.5,7.098,1745.10999,-0.45,9185.1,30.53,21.33,122.5655,-3.74427183500245
2020-05-20,398.72,7.0928,1749.5,-0.48,9375.78,27.99,20.12,122.1007,-0.2336097223785032
2020-05-21,395.06,7.1138,1726.33997,-0.46,9284.88,29.53,19.74,122.0914,0.2222075140739434
2020-05-22,394.38,7.1269,1736.069946,-0.46,9324.59,28.16,18.95,122.3211,-3.4143607036957637
2020-05-25,393.54,7.1269,1729.56995,-0.46,9324.59,28.16,18.95,122.3211,-3.4143607036957637
2020-05-26,395.34,7.134,1712.44995,-0.44,9340.22,28.01,18.57,121.3864,2.5669055476071776
2020-05-27,391.2,7.1681,1709.25,-0.46,9412.36,27.62,18.51,121.5677,-2.7130620348191883
2020-05-28,394.18,7.1447,1719.40002,-0.48,9368.99,28.59,18.1,121.0138,-0.7786806273891784
2020-05-29,394.42,7.1348,1728.30005,-0.5,9489.87,27.51,18.15,120.9458,-2.032977855868296
2020-06-01,398.0,7.1263,1740.33997,-0.52,9552.05,28.23,18.06,120.2686,-0.7392006755188163
2020-06-02,396.96,7.0992,1727.96997,-0.5,9608.37,26.84,18.1,119.6854,2.560514057131797
2020-06-03,393.04,7.1115,1698.63,-0.44,9682.91,25.66,18.47,119.2556,4.665468355651285
2020-06-04,389.74,7.1075,1711.83997,-0.4,9615.81,25.81,18.05,119.3014,-1.4347098164193994
2020-06-05,390.18,7.0808,1685.82996,-0.36,9814.08,24.52,18.17,118.8138,6.3960277535325645
2020-06-08,386.28,7.07,1695.46997,-0.4,9924.74,25.81,17.94,118.6621,0.8901664475058624
2020-06-09,386.3,7.0765,1714.56995,-0.42,9953.75,27.57,19.0,118.5893,-3.789676440754306
2020-06-10,390.4,7.0599,1737.099976,-0.52,10020.35,27.57,20.75,118.5231,-3.888492309945832
2020-06-11,393.7,7.064,1727.51001,-0.55,9492.73,40.79,23.04,119.2347,1.360529823331774
